0	6.5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
9.5	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0
0	0	0	0	0	0	0	0	13.5	8.25	10.5	0	0	0	0	0	0	0
0	0	0	0	0	32.25	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
4	0	0	0	0	0	13.5	0	0	0	0	0	11.5	0	3.5	0	0	0
0	2.1	0	0	0	0	8.25	0	6.5	0	0	0	0	0	0	3.2	0	0
0	0	3	0	0	0	10.5	0	0	4	0	3	0	0	0	0	4.5	0
0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	4.5
0	0	0	0	11.9	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	20	0	0	0	0	0	0	8	15	18	0
0	0	0	0	0	0	0	0	3.5	0	0	0	0	8	0	0	0	0
0	0	0	0	0	0	0	0	0	3.2	0	0	0	15	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4.5	0	0	18	0	0	0	24
0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	24	0
